customer_id,account_open_date,age,gender,region,urban,education_level,employment_status,KYC_verified,uses_equity_mobile_app,uses_equitel,mpesa_linked_to_bank,equity_mobile_sessions_last_30d,equity_mobile_txn_count_last_90d,mpesa_cash_in_count,mpesa_cash_out_count,num_deposits_last_90d,num_withdrawals_last_90d,equity_mobile_trans_volume_last_90d,avg_balance_last_6m,mshwari_savings_balance,mshwari_loans_count,fuliza_overdraft_amt,loan_applications_count,loan_repayment_rate,branch_visits_count_last_year,complaints_count_last_year,churn_probability,churned,churn_date
CUST02512,2023-09-14,41,Male,Nairobi,1,Primary,Employed,Yes,1,0,1,5,7,4,4,0,5,59224.33,40280.27,0.0,2,744.52,0,0.9353,1,0,0.07631260816289628,0,
CUST02513,2022-08-25,51,Female,Nairobi,1,Primary,Informal,Yes,0,0,1,0,7,6,10,3,9,70027.69,139064.78,7018.4,3,2299.91,1,0.6225,1,1,0.025101700251360895,0,
CUST02514,2023-07-24,41,Female,Rift Valley,0,Secondary,Informal,Yes,1,0,1,5,3,4,1,2,0,35640.2,12342.53,0.0,0,6389.68,2,0.8624,2,1,0.24973218109165154,1,2023-10-16
CUST02515,2023-12-20,35,Female,Central,0,Secondary,Employed,Yes,1,1,1,10,10,13,5,6,5,28764.7,12975.66,0.0,0,1048.07,1,0.8885,2,1,0.26439447756828904,1,2024-06-11
CUST02516,2022-05-20,28,Male,Nairobi,1,Tertiary,Unemployed,Yes,1,0,1,16,7,23,2,12,5,78500.33,49534.34,0.0,1,1902.45,0,0.3621,0,0,0.0639840779003201,0,
CUST02517,2023-04-25,50,Male,Rift Valley,1,Primary,Employed,Yes,1,0,1,2,23,7,12,5,10,25186.5,25262.91,7297.86,0,4144.87,2,0.7868,0,0,0.12055412490998328,1,2024-10-13
CUST02518,2022-10-12,23,Male,Coast,1,Secondary,Employed,Yes,0,0,1,0,6,10,15,4,1,64905.65,42954.8,1486.88,0,1397.85,1,0.9564,1,0,0.07036540408766433,0,
CUST02519,2022-03-26,26,Male,Nairobi,1,Secondary,Employed,Yes,1,1,1,3,7,3,14,4,23,52211.63,79894.3,1932.96,1,1419.34,3,0.849,2,0,0.03842513411442641,0,
CUST02520,2024-09-29,58,Male,Nairobi,1,Secondary,Self-employed,Yes,1,1,1,2,29,3,1,7,2,39112.91,113731.89,0.0,1,2224.82,1,0.739,1,0,0.015634148488642603,0,
CUST02521,2023-06-07,39,Male,Coast,0,Primary,Self-employed,Yes,0,0,1,0,2,2,1,1,4,39983.3,36373.52,0.0,5,2588.27,0,0.9058,1,1,0.32089662000764996,0,
CUST02522,2022-11-10,40,Male,Rift Valley,0,Primary,Informal,Yes,1,0,1,4,4,14,1,5,3,12042.36,14042.26,2659.7,2,3528.86,0,0.8196,3,0,0.24952526167381792,1,2023-06-30
CUST02523,2024-06-06,30,Male,Western,1,Secondary,Employed,Yes,1,0,0,4,5,1,3,3,9,167742.49,31801.53,13134.08,1,2850.25,3,0.7875,3,0,0.050167875855777574,0,
CUST02524,2022-04-12,54,Female,Central,0,Secondary,Informal,Yes,1,0,1,2,2,1,1,4,4,30417.51,48548.67,0.0,1,604.22,0,0.7186,0,0,0.160653861045301,1,2023-01-12
CUST02525,2023-04-23,59,Female,Nairobi,1,Secondary,Self-employed,Yes,1,0,1,16,6,11,17,7,7,60054.35,178498.89,16142.2,5,4249.24,1,0.713,2,1,0.006212905538007036,0,
CUST02526,2023-10-25,53,Female,Central,0,Tertiary,Employed,Yes,1,0,0,1,12,0,2,5,1,4532.41,31944.43,2264.68,4,2110.64,2,0.6013,0,0,0.24995902150095434,1,2024-04-08
CUST02527,2023-02-06,48,Female,Central,1,Primary,Unemployed,Yes,1,0,1,4,8,11,8,2,4,17493.74,49180.22,0.0,4,1758.68,1,0.6889,3,0,0.06158689794718748,0,
CUST02528,2023-11-13,49,Male,Central,0,Secondary,Informal,Yes,0,0,1,0,8,11,1,7,4,25062.33,12220.89,0.0,1,6871.64,1,0.6286,3,0,0.29867176786630617,0,
CUST02529,2022-08-02,29,Male,Western,1,Secondary,Employed,Yes,1,1,1,5,20,19,6,5,12,28225.73,41822.44,10043.75,2,2920.86,1,0.5799,0,0,0.05889677887528854,0,
CUST02530,2022-11-22,29,Female,Western,1,Primary,Self-employed,Yes,1,0,1,14,45,12,9,4,2,75488.88,23110.27,0.0,3,2701.74,1,0.7715,0,0,0.051984303498955886,0,
CUST02531,2023-09-02,47,Male,Western,0,Secondary,Employed,Yes,0,0,1,0,6,5,3,3,0,60618.85,69556.4,3660.94,1,3058.63,2,0.858,3,0,0.0805872312785531,0,
CUST02532,2022-03-12,44,Female,Western,1,Secondary,Self-employed,Yes,1,0,1,10,31,13,7,3,0,70152.64,76606.73,4168.32,1,1065.89,0,0.6384,1,0,0.02770772438175477,0,
CUST02533,2022-10-08,33,Male,Nairobi,1,Secondary,Employed,Yes,1,0,0,5,33,5,3,6,6,117058.0,53379.72,0.0,2,1206.33,0,0.6111,1,0,0.03726178140392214,0,
CUST02534,2023-06-16,31,Female,Northeastern,1,Secondary,Employed,No,1,0,1,6,26,33,3,10,3,68023.06,34765.83,0.0,2,4038.72,2,0.7511,1,0,0.06902823834234749,0,
CUST02535,2023-11-11,40,Male,Coast,0,Primary,Employed,Yes,1,1,1,6,39,2,5,5,1,32217.87,20944.13,0.0,3,5241.4,1,0.8164,1,1,0.1572303848892486,0,
CUST02536,2024-03-06,29,Male,Central,1,Primary,Employed,Yes,1,0,1,2,3,2,3,8,1,91498.68,52763.49,7688.6,2,3535.34,0,0.7403,1,0,0.042567825680612695,0,
CUST02537,2022-01-07,61,Female,Rift Valley,0,Secondary,Employed,Yes,1,1,1,0,8,2,2,1,1,73836.59,35627.86,6874.56,4,3848.96,2,0.8605,2,0,0.09319893943958417,1,2023-03-14
CUST02538,2022-03-29,38,Male,Nairobi,1,Primary,Self-employed,Yes,1,1,1,8,5,5,12,5,4,166754.23,83080.28,0.0,1,4957.43,1,0.8334,1,0,0.006032178271478901,0,
CUST02539,2023-02-01,32,Female,Coast,0,Secondary,Employed,Yes,0,1,1,0,1,4,4,1,4,17229.78,60215.34,0.0,2,1907.63,5,0.9213,1,0,0.15607962321402646,1,2023-06-06
CUST02540,2024-09-14,41,Female,Coast,1,Secondary,Employed,No,0,1,1,0,14,5,2,2,1,33753.98,27248.18,4957.93,1,1716.32,3,0.8669,0,0,0.14771022972318976,0,
CUST02541,2024-04-12,44,Female,Rift Valley,0,Tertiary,Employed,Yes,1,1,1,0,5,8,7,1,6,18823.06,39377.49,0.0,1,1267.51,1,0.8624,1,0,0.15211541030231654,1,2024-07-10
CUST02542,2024-02-16,33,Male,Rift Valley,1,Primary,Informal,Yes,1,0,1,4,19,5,1,10,1,80249.83,41089.7,3554.33,0,83.29,1,0.7529,3,0,0.06375036713784091,0,
CUST02543,2022-02-01,35,Female,Rift Valley,0,Tertiary,Employed,Yes,1,0,0,0,5,0,1,16,3,25466.46,17210.83,0.0,3,4063.51,0,0.9248,1,0,0.3029339649088003,1,2023-10-06
CUST02544,2023-07-02,58,Male,Coast,1,Secondary,Informal,Yes,1,0,1,11,24,5,14,4,8,60759.61,21869.49,5525.54,1,4118.81,2,0.665,1,0,0.08986669614391211,1,2024-04-03
CUST02545,2022-04-20,25,Male,Rift Valley,0,Secondary,Unemployed,Yes,0,1,0,0,10,2,0,0,2,8934.61,15293.03,0.0,0,8420.45,3,0.5561,3,0,0.40235008929145194,1,2023-03-30
CUST02546,2024-05-23,48,Female,Northeastern,0,Tertiary,Unemployed,No,0,1,1,0,18,3,3,2,1,18376.06,13847.81,0.0,4,4169.7,0,0.62,3,0,0.2393419660343534,0,
CUST02547,2024-11-28,23,Male,Nairobi,1,Secondary,Employed,Yes,1,1,1,5,15,22,12,19,6,106867.36,61516.32,0.0,0,2545.16,1,0.559,1,0,0.020244517964720078,0,
CUST02548,2023-02-27,63,Female,Rift Valley,1,Tertiary,Unemployed,Yes,1,1,1,9,7,6,12,2,5,32078.71,18318.13,0.0,4,955.41,2,0.2436,1,0,0.13060397004843657,1,2024-12-01
CUST02549,2022-01-10,34,Female,Rift Valley,1,Secondary,Informal,Yes,0,1,1,0,22,8,6,3,0,37462.43,28935.86,0.0,0,2691.31,1,0.6247,0,1,0.17370507879365424,1,2023-06-24
CUST02550,2023-12-26,30,Female,Coast,1,Tertiary,Employed,Yes,1,1,1,4,25,7,8,2,3,117564.16,34066.0,0.0,0,2249.47,1,0.6201,2,0,0.025398721431739147,0,
CUST02551,2024-04-14,29,Female,Coast,1,Tertiary,Unemployed,Yes,1,0,1,19,6,19,25,1,5,45697.67,165225.13,0.0,1,1967.04,0,0.6538,2,0,0.007501262363539165,0,
CUST02552,2022-02-17,46,Male,Western,0,Primary,Unemployed,Yes,1,0,1,5,1,5,4,3,2,68833.76,27315.41,0.0,4,1562.55,2,0.763,2,1,0.18249622264737897,1,2023-05-11
CUST02553,2023-01-30,36,Female,Northeastern,0,Secondary,Informal,Yes,1,0,1,7,6,2,4,8,1,49749.14,31192.3,3445.89,0,2495.02,0,0.5989,0,0,0.1566635336365436,1,2023-06-17
CUST02554,2024-06-02,22,Male,Rift Valley,0,Tertiary,Self-employed,Yes,1,0,1,0,10,3,7,5,0,76058.93,18972.44,0.0,3,1685.62,2,0.9793,5,1,0.14740001196515562,0,
CUST02555,2022-11-13,63,Male,Western,0,Secondary,Unemployed,Yes,1,1,0,2,25,0,1,5,4,25896.95,14033.19,6938.37,1,2697.2,0,0.8802,3,0,0.134096064669391,1,2023-04-11
CUST02556,2023-04-10,54,Male,Nairobi,1,Secondary,Employed,Yes,1,0,1,4,11,13,3,6,6,49516.73,30583.13,8523.66,1,3096.95,0,0.735,2,0,0.09109263854756804,0,
CUST02557,2024-02-20,20,Male,Rift Valley,1,Primary,Informal,Yes,1,0,1,6,15,5,5,5,5,92428.21,263170.15,0.0,1,3908.05,4,0.7471,1,0,0.0004411601339546994,0,
CUST02558,2022-04-10,52,Male,Coast,0,Secondary,Unemployed,No,0,0,0,0,1,0,2,2,3,27200.9,15193.95,4376.78,3,1914.92,2,0.736,2,0,0.4307306070139124,1,2024-05-24
CUST02559,2024-07-17,37,Female,Nairobi,1,Secondary,Self-employed,No,0,0,1,0,5,3,1,3,5,164692.96,28499.35,2718.71,2,3375.54,3,0.9303,1,0,0.054966754211750506,0,
CUST02560,2023-11-05,37,Female,Western,1,Secondary,Employed,Yes,1,0,1,14,19,7,7,2,3,73212.67,38849.98,0.0,0,1108.09,0,0.5547,2,0,0.06624353949926028,0,
CUST02561,2023-04-23,36,Male,Western,1,Secondary,Employed,Yes,1,1,1,14,4,5,11,1,2,57254.4,31204.18,10403.11,2,2984.07,0,0.8921,0,0,0.07537832122308859,0,
CUST02562,2023-03-16,37,Male,Western,0,Secondary,Unemployed,Yes,1,1,1,2,19,1,4,2,3,85370.15,29804.11,0.0,1,1797.48,2,0.5993,1,0,0.05499343444717207,0,
CUST02563,2022-01-01,26,Male,Coast,0,Tertiary,Informal,No,0,1,1,0,5,6,10,2,3,26379.5,53364.1,0.0,3,6692.43,0,0.6815,2,1,0.20316362944010347,1,2022-04-10
CUST02564,2023-10-12,21,Female,Western,1,Primary,Self-employed,Yes,1,1,1,7,30,23,4,4,1,65974.77,21453.33,0.0,2,5522.81,2,0.4304,2,0,0.049416663965546,0,
CUST02565,2024-08-27,30,Male,Rift Valley,1,Secondary,Employed,Yes,1,0,0,2,5,2,0,0,4,153127.42,111389.55,0.0,1,4793.86,0,0.953,1,0,0.010735994371652676,0,
CUST02566,2023-02-02,43,Male,Nairobi,1,Secondary,Informal,Yes,1,0,1,3,13,18,12,5,1,104263.23,38648.3,0.0,2,1975.26,2,0.6485,2,1,0.07424701158424123,0,
CUST02567,2024-09-13,39,Female,Nairobi,1,Tertiary,Employed,No,1,1,1,3,17,9,3,3,0,143055.32,12026.74,0.0,1,4821.72,1,0.864,1,0,0.04474047975918732,0,
CUST02568,2023-10-02,33,Female,Western,0,Tertiary,Unemployed,Yes,1,0,1,9,17,0,2,2,2,51827.49,21070.98,0.0,0,6543.14,0,0.8089,2,0,0.1678243807905136,0,
CUST02569,2023-10-12,35,Male,Northeastern,0,Secondary,Self-employed,Yes,1,0,1,5,7,2,0,8,1,6980.31,43344.63,0.0,3,12149.93,1,0.849,3,0,0.21374121707787824,1,2024-02-03
CUST02570,2023-12-18,20,Female,Nairobi,1,Tertiary,Self-employed,Yes,0,1,1,0,16,10,11,4,5,141155.27,19210.27,0.0,2,1628.92,2,0.5496,2,0,0.06476821981558739,0,
CUST02571,2022-09-21,67,Male,Coast,0,Secondary,Unemployed,Yes,1,0,0,4,6,1,2,12,1,47793.22,13034.47,0.0,1,4344.4,1,0.5737,1,0,0.25289400624232616,1,2023-02-25
CUST02572,2024-02-26,51,Female,Western,0,Primary,Informal,Yes,1,0,1,5,2,4,5,4,0,12508.09,46343.35,2460.79,5,5514.85,3,0.859,3,0,0.12687431700577628,0,
CUST02573,2024-11-27,45,Female,Central,1,Primary,Self-employed,Yes,1,1,1,1,44,4,20,2,2,18377.44,102746.17,0.0,2,3131.12,2,0.7505,1,0,0.018078711690584576,0,
CUST02574,2024-06-20,51,Male,Coast,0,Primary,Self-employed,Yes,1,1,0,0,4,5,6,4,1,36833.95,55250.23,0.0,2,2614.73,2,0.8214,3,0,0.11005936524940808,0,
CUST02575,2023-04-23,49,Female,Western,0,Secondary,Unemployed,Yes,1,0,1,3,3,0,4,5,3,62610.1,26561.4,0.0,2,1570.63,0,0.8328,6,0,0.12543333018478467,0,
CUST02576,2024-04-15,34,Female,Western,0,Secondary,Unemployed,Yes,1,1,1,1,5,1,3,5,3,32021.43,41517.41,803.31,2,3217.39,1,0.9285,3,0,0.07279622455385847,0,
CUST02577,2024-09-23,24,Female,Central,0,Primary,Self-employed,Yes,0,0,1,0,0,1,5,6,0,51014.69,21607.38,0.0,2,4675.07,0,0.6134,3,0,0.275345697549721,0,
CUST02578,2024-06-27,29,Male,Nairobi,1,Tertiary,Employed,Yes,1,1,1,20,18,13,1,2,0,98222.83,50328.39,0.0,0,990.52,3,0.8284,2,0,0.0196600849963744,0,
CUST02579,2022-09-23,21,Female,Northeastern,0,Secondary,Informal,Yes,1,1,1,2,10,2,3,4,2,35673.7,33479.12,0.0,2,1816.41,2,0.907,2,0,0.12668848258520837,1,2024-01-29
CUST02580,2022-02-21,50,Male,Nairobi,1,Tertiary,Employed,Yes,1,1,0,18,27,4,0,2,5,62142.73,128288.41,0.0,1,3287.88,0,0.9061,2,0,0.015146431397297768,0,
CUST02581,2024-09-27,58,Male,Central,1,Primary,Employed,Yes,0,1,1,0,18,9,2,5,4,156990.34,74581.15,1420.82,1,2138.28,2,0.7976,1,0,0.014120289674821875,0,
CUST02582,2022-07-16,47,Female,Nairobi,1,Primary,Employed,Yes,1,0,1,9,15,18,4,2,6,78219.21,62112.95,6287.95,1,1815.15,1,0.786,1,0,0.026848938358929198,0,
CUST02583,2024-04-03,29,Female,Nairobi,1,Tertiary,Informal,Yes,1,0,1,6,16,4,1,4,0,74884.62,77989.47,11031.12,1,533.28,1,0.7516,0,0,0.027383158609425758,0,
CUST02584,2022-06-26,49,Female,Nairobi,1,Tertiary,Employed,Yes,1,0,0,3,46,1,2,3,0,110953.63,47368.2,0.0,1,5621.52,0,0.9486,0,0,0.026831779468763806,0,
CUST02585,2023-05-02,42,Male,Rift Valley,1,Primary,Self-employed,No,0,0,1,0,3,3,17,5,5,39861.6,54031.61,0.0,1,2166.29,3,0.8813,0,0,0.08614681317519386,1,2024-01-18
CUST02586,2022-10-12,56,Male,Rift Valley,1,Secondary,Unemployed,Yes,1,0,1,9,9,7,19,3,9,96244.03,15784.37,0.0,4,1660.93,1,0.7527,1,1,0.1318293863785138,1,2023-07-08
CUST02587,2022-02-20,65,Male,Nairobi,1,Secondary,Employed,Yes,1,0,1,6,18,8,2,1,1,61076.84,51371.25,0.0,2,4669.57,0,0.5678,1,0,0.047830237663815355,0,
CUST02588,2024-02-17,35,Female,Rift Valley,0,Secondary,Informal,Yes,1,1,0,5,21,2,1,0,2,28998.96,16943.25,2635.74,0,3422.48,0,0.8221,2,1,0.257080339856237,1,2024-11-23
CUST02589,2023-02-22,25,Female,Rift Valley,0,Primary,Employed,Yes,0,1,1,0,2,0,9,4,2,74145.02,17049.39,5196.84,2,2879.93,0,0.9543,3,0,0.18032859680539978,1,2023-06-30
CUST02590,2024-04-25,44,Male,Central,0,Primary,Employed,Yes,1,1,1,4,16,4,9,1,1,22651.0,48755.92,4731.15,2,3223.83,1,0.6472,1,1,0.16253870896236197,0,
CUST02591,2024-08-02,35,Male,Central,0,Tertiary,Employed,Yes,1,1,1,4,6,0,5,6,0,68471.74,16105.02,5120.7,1,5360.23,5,0.7757,1,0,0.14985224992493895,0,
CUST02592,2022-08-06,31,Female,Western,0,None,Informal,Yes,0,0,1,0,2,0,2,5,4,75084.47,5315.9,0.0,3,288.62,2,0.6889,4,0,0.2866306683227776,1,2023-01-29
CUST02593,2024-01-09,41,Male,Nairobi,1,Secondary,Self-employed,Yes,1,0,1,6,16,9,3,4,2,70944.85,278611.18,7706.21,0,960.51,1,0.7284,2,1,0.0006260510464305425,0,
CUST02594,2023-08-13,45,Male,Rift Valley,0,Secondary,Informal,Yes,0,0,0,0,12,0,0,6,1,79793.92,8412.46,0.0,0,1458.5,1,0.5886,3,0,0.25379920279430357,1,2024-02-27
CUST02595,2022-11-23,22,Female,Central,0,Secondary,Employed,Yes,1,0,1,6,0,5,6,3,3,35347.7,22293.25,5084.55,2,1849.68,2,0.9369,2,0,0.26267350835836933,1,2023-08-15
CUST02596,2023-02-04,39,Male,Nairobi,1,Primary,Employed,Yes,1,1,1,17,20,14,10,3,1,288363.55,38285.59,1166.42,0,4326.01,0,0.656,1,1,0.005840506868139708,0,
CUST02597,2023-10-21,44,Female,Rift Valley,1,Primary,Self-employed,No,1,0,1,6,30,4,2,3,5,41215.57,17597.66,758.38,4,3761.08,2,0.9151,0,0,0.1108472814910508,0,
CUST02598,2024-12-04,57,Female,Northeastern,0,Secondary,Employed,Yes,1,0,1,7,3,2,2,4,3,66303.81,44394.36,7090.49,0,1721.15,1,0.7882,2,0,0.12399163207966563,0,
CUST02599,2024-10-19,39,Male,Northeastern,0,Secondary,Self-employed,Yes,1,0,1,0,4,2,5,3,1,308333.14,60281.85,0.0,0,2204.51,1,0.6554,1,0,0.009838283213147102,0,
CUST02600,2023-01-13,42,Female,Rift Valley,0,Secondary,Unemployed,Yes,0,0,1,0,6,2,1,0,1,59060.04,13134.85,0.0,1,4347.99,1,0.4891,0,0,0.2643854889312317,1,2024-07-28
CUST02601,2023-03-11,32,Female,Western,0,None,Self-employed,Yes,0,0,1,0,4,6,11,3,5,29936.1,48898.51,0.0,4,1552.82,0,0.7187,1,0,0.1457818382813199,0,
CUST02602,2024-12-19,19,Female,Rift Valley,0,Tertiary,Self-employed,Yes,1,1,1,3,14,0,3,5,7,28839.5,26897.76,0.0,4,4965.04,1,0.5157,2,0,0.15561970060695687,0,
CUST02603,2022-09-05,24,Female,Western,1,Secondary,Employed,Yes,1,1,1,4,13,4,1,6,3,69667.22,83875.67,11278.03,1,1890.21,1,0.9702,4,0,0.01874168740631827,0,
CUST02604,2024-03-12,55,Male,Nairobi,1,Secondary,Self-employed,Yes,1,0,1,7,4,18,14,5,1,43841.09,129303.22,0.0,2,4183.93,1,0.9282,1,0,0.02265668896483477,0,
CUST02605,2024-07-16,46,Female,Nairobi,1,Tertiary,Self-employed,Yes,1,0,1,9,10,3,4,1,1,23551.96,67810.12,0.0,2,2376.26,2,0.8508,1,1,0.07611592754068296,0,
CUST02606,2022-03-08,26,Female,Western,0,Primary,Self-employed,Yes,0,0,1,0,1,10,5,3,3,22271.29,23424.31,0.0,1,7598.07,0,0.6643,0,0,0.2177182582965733,1,2023-12-31
CUST02607,2023-08-15,44,Male,Rift Valley,0,Secondary,Self-employed,Yes,0,0,0,0,9,2,1,6,3,53014.5,13991.53,0.0,2,1793.06,1,0.7922,3,0,0.3085073064363344,1,2024-09-05
CUST02608,2022-05-21,34,Female,Western,1,Secondary,Unemployed,Yes,1,0,1,11,29,16,1,7,6,21828.96,54047.13,0.0,0,934.38,0,0.8804,1,0,0.06127362243831533,0,
CUST02609,2023-09-19,19,Female,Rift Valley,0,Primary,Employed,Yes,1,0,1,11,2,9,9,5,2,37182.81,12549.24,5734.31,1,840.55,0,0.5616,3,0,0.26553696904280516,1,2024-07-02
CUST02610,2023-06-17,35,Male,Central,0,Primary,Employed,Yes,0,1,1,0,4,2,3,0,1,64320.87,8460.95,0.0,1,6022.12,0,0.9594,3,0,0.1391165228368595,0,
CUST02611,2024-10-11,47,Female,Central,1,Primary,Employed,Yes,1,0,0,16,7,1,0,8,16,42086.29,26712.12,0.0,0,6195.96,2,0.7967,1,1,0.13713209302943796,0,
CUST02612,2022-03-01,45,Male,Coast,1,Secondary,Employed,Yes,1,0,1,0,7,6,15,11,7,54294.22,20436.42,16348.09,6,6383.19,3,0.86,0,1,0.18106969708453977,1,2022-08-16
CUST02613,2023-03-18,58,Male,Central,0,Secondary,Employed,Yes,1,1,1,2,8,5,5,3,6,12901.17,46949.36,5537.52,1,1253.58,0,0.9485,1,0,0.13825598032376882,1,2023-11-03
CUST02614,2023-11-26,35,Female,Rift Valley,1,Secondary,Employed,Yes,1,0,1,8,73,1,13,2,4,114626.32,38564.32,4752.15,1,3723.1,1,0.9729,1,0,0.02174734197614326,0,
CUST02615,2024-03-13,41,Female,Coast,0,Primary,Employed,Yes,1,0,1,3,10,4,0,6,3,30493.63,113521.6,9494.46,2,6300.02,0,0.6086,2,0,0.043697367653352595,0,
CUST02616,2023-08-17,37,Female,Nairobi,1,Primary,Informal,Yes,1,0,1,18,22,5,2,3,4,59395.14,67595.1,2133.08,0,2199.88,0,0.9124,1,0,0.035612882302358546,0,
CUST02617,2024-08-06,33,Female,Central,1,Secondary,Unemployed,Yes,1,0,1,4,8,4,21,7,1,104948.29,38143.59,2742.87,0,1343.91,1,0.5261,1,0,0.05143520714816256,0,
CUST02618,2022-07-24,27,Female,Central,1,Primary,Self-employed,Yes,1,0,0,2,17,9,2,10,3,28098.14,155719.1,0.0,1,5047.28,4,0.7723,4,0,0.01098326496224498,0,
CUST02619,2023-10-17,38,Female,Central,0,Secondary,Informal,Yes,0,0,1,0,12,6,6,2,2,64590.51,16332.8,4321.36,4,1783.85,0,0.7307,2,2,0.2892056499566927,1,2024-04-09
CUST02620,2023-05-28,42,Male,Central,0,Primary,Employed,Yes,0,0,1,0,2,7,1,1,1,38662.61,55498.92,4245.58,2,2903.54,1,0.8081,2,0,0.16432306571792016,0,
CUST02621,2023-10-27,56,Male,Northeastern,0,Secondary,Employed,No,0,0,1,0,3,3,8,1,1,96142.71,42262.15,0.0,1,6254.11,2,0.7195,1,1,0.1394418060580506,0,
CUST02622,2023-09-25,47,Male,Rift Valley,0,Tertiary,Employed,Yes,1,0,1,1,3,6,7,10,3,64360.3,31797.08,0.0,1,517.97,1,0.9134,3,1,0.1293315267629797,0,
CUST02623,2023-06-26,60,Female,Northeastern,0,Secondary,Employed,Yes,1,0,1,1,4,5,4,1,3,17805.2,19648.69,0.0,1,12380.66,2,0.8806,5,0,0.2543469280689546,1,2024-11-29
CUST02624,2022-02-01,41,Male,Coast,0,Tertiary,Informal,Yes,0,0,1,0,4,8,8,2,1,61425.09,27367.48,4540.9,1,1911.56,0,0.3436,1,0,0.21962045952825948,1,2022-05-25
CUST02625,2022-04-09,53,Female,Rift Valley,0,Secondary,Self-employed,Yes,0,0,1,0,14,0,6,2,2,45700.69,13999.72,17385.21,2,2064.9,2,0.7087,2,0,0.2419841405061887,1,2023-05-31
CUST02626,2024-08-20,35,Female,Coast,1,Secondary,Employed,Yes,1,0,1,4,9,6,2,11,1,38427.01,41500.76,12597.76,2,1480.1,1,0.8226,1,1,0.12687768842956929,0,
CUST02627,2022-11-09,34,Male,Rift Valley,1,Secondary,Informal,Yes,1,1,1,12,30,11,5,2,2,209345.42,21155.66,6985.88,2,3065.2,2,0.7239,1,0,0.013239503961761257,0,
CUST02628,2023-05-25,58,Male,Rift Valley,1,Secondary,Employed,Yes,1,0,1,1,16,7,1,3,3,26661.11,37334.5,0.0,2,6900.39,1,0.7395,4,0,0.13925692990195915,1,2024-05-04
CUST02629,2023-02-24,39,Male,Rift Valley,0,Primary,Employed,Yes,0,0,1,0,10,7,3,3,2,63627.21,33181.56,0.0,3,1416.34,1,0.8237,1,0,0.10438423208277496,0,
CUST02630,2022-11-17,27,Female,Nairobi,1,Primary,Employed,Yes,1,0,1,2,9,6,4,2,0,78226.7,40840.31,3860.85,0,2019.43,0,0.8837,1,2,0.08316736449685976,0,
CUST02631,2022-10-05,61,Male,Coast,0,Primary,Informal,Yes,1,0,0,11,8,1,0,5,4,61062.01,25712.59,8966.11,1,2921.46,1,0.5782,4,0,0.20552106891326793,0,
CUST02632,2023-09-09,42,Male,Central,0,Tertiary,Employed,No,0,0,0,0,0,1,3,3,0,52154.95,16596.61,8483.99,0,1955.32,2,0.8578,5,0,0.3348338305924866,0,
CUST02633,2022-10-27,37,Female,Western,0,Tertiary,Informal,Yes,1,0,1,6,0,2,2,5,0,24535.23,29862.84,9230.18,2,786.25,1,0.4289,1,0,0.22411621017814962,1,2024-10-03
CUST02634,2024-10-10,24,Male,Coast,1,Primary,Employed,Yes,1,0,1,4,17,18,2,4,7,213936.92,31173.31,6766.49,2,3466.94,0,0.9289,4,1,0.019798495968222442,0,
CUST02635,2024-08-14,45,Male,Rift Valley,0,Primary,Unemployed,Yes,1,1,0,4,17,5,0,1,6,32636.22,31474.02,978.02,0,2067.61,1,0.3867,3,1,0.16403714164708022,0,
CUST02636,2023-01-01,57,Male,Coast,1,Secondary,Employed,Yes,1,0,1,5,13,2,0,7,5,67698.28,81445.03,0.0,2,1104.7,0,0.81,0,0,0.01750608180811944,0,
CUST02637,2023-10-09,51,Male,Nairobi,1,Secondary,Unemployed,Yes,0,0,1,0,12,19,4,2,3,72547.19,153610.15,0.0,1,294.34,1,0.6696,1,0,0.009245125763840688,0,
CUST02638,2024-11-08,42,Male,Central,1,Secondary,Employed,Yes,1,0,1,3,13,5,4,4,1,74020.5,36538.46,1574.26,2,2140.7,1,0.9504,0,0,0.038264586976474634,0,
CUST02639,2024-10-29,38,Male,Nairobi,1,Secondary,Employed,Yes,1,1,1,9,16,17,0,5,7,89866.67,52959.26,0.0,1,741.82,1,0.8914,0,1,0.0377657582255752,0,
CUST02640,2023-02-06,48,Female,Western,0,Secondary,Employed,Yes,0,0,1,0,10,0,9,6,0,128200.84,14530.12,0.0,2,1720.91,1,0.7248,5,0,0.12091609137422271,1,2023-10-27
CUST02641,2023-05-12,35,Female,Western,0,Primary,Employed,Yes,0,0,1,0,5,6,1,1,4,54453.06,93167.38,5272.93,4,3413.04,1,0.9335,2,0,0.07016655237214642,0,
CUST02642,2024-03-30,42,Female,Coast,1,Secondary,Informal,Yes,1,0,1,8,5,1,5,4,5,155339.6,39113.13,0.0,4,1578.99,1,0.7163,0,0,0.031565597057917394,0,
CUST02643,2023-11-22,47,Female,Central,1,Tertiary,Informal,Yes,1,1,1,5,18,20,0,5,4,55706.25,22138.07,1763.85,2,3072.28,1,0.8468,1,0,0.07246837092565088,0,
CUST02644,2023-05-31,45,Male,Rift Valley,1,Tertiary,Employed,Yes,1,0,1,16,4,6,14,4,4,112025.34,39942.47,1737.54,4,1617.05,4,0.8778,0,0,0.03646249747079223,0,
CUST02645,2023-09-19,51,Female,Central,0,Secondary,Employed,Yes,0,0,1,0,1,0,3,0,2,114598.4,32645.71,0.0,2,554.88,1,0.7929,1,0,0.10559761806128526,0,
